doid_id	Disease	entrez_gene_id	Gene	PB-ROC	PN-ROC	direction
DOID:162	cancer	701	BUB1B	0.74	0.84	up
DOID:162	cancer	705	BYSL	0.65	0.71	up
DOID:162	cancer	79019	CENPM	0.67	0.79	up
DOID:162	cancer	9833	MELK	0.76	0.8	up
DOID:162	cancer	259266	ASPM	0.78	0.81	up
DOID:162	cancer	9816	URB2	0.67	0.68	up
DOID:162	cancer	9837	GINS1	0.71	0.74	up
DOID:162	cancer	51690	LSM7	0.65	0.65	up
DOID:162	cancer	51673	TPPP3	0.68	0.67	down
DOID:162	cancer	2675	GFRA2	0.67	0.72	down
DOID:162	cancer	51659	GINS2	0.67	0.76	up
DOID:162	cancer	5557	PRIM1	0.7	0.68	up
DOID:162	cancer	1111	CHEK1	0.77	0.67	up
DOID:162	cancer	4436	MSH2	0.73	0.72	up
DOID:162	cancer	1163	CKS1B	0.7	0.76	up
DOID:162	cancer	1164	CKS2	0.75	0.8	up
DOID:162	cancer	687	KLF9	0.65	0.73	down
DOID:162	cancer	9928	KIF14	0.79	0.76	up
DOID:162	cancer	675	BRCA2	0.68	0.67	up
DOID:162	cancer	699	BUB1	0.69	0.68	up
DOID:162	cancer	641	BLM	0.71	0.69	up
DOID:162	cancer	54962	TIPIN	0.7	0.69	up
DOID:162	cancer	1063	CENPF	0.78	0.84	up
DOID:162	cancer	1062	CENPE	0.68	0.69	up
DOID:162	cancer	1058	CENPA	0.76	0.79	up
DOID:162	cancer	2553	GABPB1	0.66	0.7	up
DOID:162	cancer	5436	POLR2G	0.65	0.66	up
DOID:162	cancer	4303	FOXO4	0.65	0.75	down
DOID:162	cancer	4314	MMP3	0.66	0.66	up
DOID:162	cancer	4321	MMP12	0.69	0.72	up
DOID:162	cancer	51512	GTSE1	0.7	0.68	up
DOID:162	cancer	51514	DTL	0.77	0.8	up
DOID:162	cancer	5427	POLE2	0.72	0.75	up
DOID:162	cancer	1033	CDKN3	0.8	0.77	up
DOID:162	cancer	1019	CDK4	0.73	0.79	up
DOID:162	cancer	5471	PPAT	0.73	0.68	up
DOID:162	cancer	5348	FXYD1	0.7	0.66	down
DOID:162	cancer	5330	PLCB2	0.65	0.67	down
DOID:162	cancer	6059	ABCE1	0.67	0.66	up
DOID:162	cancer	26112	CCDC69	0.67	0.65	down
DOID:162	cancer	27340	UTP20	0.69	0.76	up
DOID:162	cancer	5239	PGM5	0.69	0.68	down
DOID:162	cancer	7443	VRK1	0.67	0.67	up
DOID:162	cancer	7468	WHSC1	0.65	0.74	up
DOID:162	cancer	80308	FLAD1	0.72	0.65	up
DOID:162	cancer	7319	UBE2A	0.68	0.65	up
DOID:162	cancer	27163	NAAA	0.71	0.67	down
DOID:162	cancer	7398	USP1	0.66	0.66	up
DOID:162	cancer	7371	UCK2	0.7	0.7	up
DOID:162	cancer	5111	PCNA	0.67	0.74	up
DOID:162	cancer	24137	KIF4A	0.77	0.82	up
DOID:162	cancer	4001	LMNB1	0.71	0.65	up
DOID:162	cancer	6256	RXRA	0.68	0.72	down
DOID:162	cancer	24145	PANX1	0.68	0.65	up
DOID:162	cancer	6240	RRM1	0.7	0.66	up
DOID:162	cancer	6241	RRM2	0.78	0.81	up
DOID:162	cancer	4076	CAPRIN1	0.66	0.7	up
DOID:162	cancer	4085	MAD2L1	0.8	0.77	up
DOID:162	cancer	5166	PDK4	0.66	0.75	down
DOID:162	cancer	26354	GNL3	0.67	0.72	up
DOID:162	cancer	64785	GINS3	0.7	0.65	up
DOID:162	cancer	64754	SMYD3	0.67	0.69	up
DOID:162	cancer	81930	KIF18A	0.71	0.73	up
DOID:162	cancer	5199	CFP	0.7	0.67	down
DOID:162	cancer	7203	CCT3	0.68	0.74	up
DOID:162	cancer	7247	TSN	0.67	0.68	up
DOID:162	cancer	27042	DIEXF	0.67	0.69	up
DOID:162	cancer	7272	TTK	0.78	0.79	up
DOID:162	cancer	7298	TYMS	0.72	0.75	up
DOID:162	cancer	6185	RPN2	0.67	0.78	up
DOID:162	cancer	80010	RMI1	0.67	0.65	up
DOID:162	cancer	80017	C14orf159	0.65	0.75	down
DOID:162	cancer	5050	PAFAH1B3	0.71	0.65	up
DOID:162	cancer	57122	NUP107	0.69	0.72	up
DOID:162	cancer	57128	LYRM4	0.66	0.69	up
DOID:162	cancer	29929	ALG6	0.66	0.67	up
DOID:162	cancer	29923	HILPDA	0.65	0.66	up
DOID:162	cancer	29980	DONSON	0.74	0.75	up
DOID:162	cancer	26586	CKAP2	0.73	0.68	up
DOID:162	cancer	6418	SET	0.66	0.67	up
DOID:162	cancer	51053	GMNN	0.69	0.74	up
DOID:162	cancer	6442	SGCA	0.66	0.65	down
DOID:162	cancer	7884	SLBP	0.68	0.68	up
DOID:162	cancer	7748	ZNF195	0.71	0.65	up
DOID:162	cancer	7705	ZNF146	0.66	0.68	up
DOID:162	cancer	7704	ZBTB16	0.65	0.72	down
DOID:162	cancer	6659	SOX4	0.71	0.79	up
DOID:162	cancer	6633	SNRPD2	0.67	0.67	up
DOID:162	cancer	6628	SNRPB	0.69	0.71	up
DOID:162	cancer	6632	SNRPD1	0.69	0.68	up
DOID:162	cancer	6596	HLTF	0.7	0.66	up
DOID:3119	gastrointestinal system cancer	10998	SLC27A5	0.67	0.69	down
DOID:3119	gastrointestinal system cancer	63920	C5orf54	0.65	0.66	up
DOID:3119	gastrointestinal system cancer	25793	FBXO7	0.68	0.66	down
DOID:3119	gastrointestinal system cancer	23649	POLA2	0.67	0.69	up
DOID:3119	gastrointestinal system cancer	10950	BTG3	0.71	0.72	up
DOID:3119	gastrointestinal system cancer	63940	GPSM3	0.66	0.75	down
DOID:3119	gastrointestinal system cancer	23594	ORC6	0.72	0.75	up
DOID:3119	gastrointestinal system cancer	23592	LEMD3	0.7	0.68	up
DOID:3119	gastrointestinal system cancer	23513	SCRIB	0.74	0.85	up
DOID:3119	gastrointestinal system cancer	30	ACAA1	0.67	0.66	down
DOID:3119	gastrointestinal system cancer	115817	DHRS1	0.69	0.69	down
DOID:3119	gastrointestinal system cancer	81	ACTN4	0.65	0.68	up
DOID:3119	gastrointestinal system cancer	86	ACTL6A	0.71	0.82	up
DOID:3119	gastrointestinal system cancer	52	ACP1	0.7	0.66	up
DOID:3119	gastrointestinal system cancer	23492	CBX7	0.66	0.76	down
DOID:3119	gastrointestinal system cancer	10799	RPP40	0.73	0.85	up
DOID:3119	gastrointestinal system cancer	112611	RWDD2A	0.66	0.65	up
DOID:3119	gastrointestinal system cancer	23753	SDF2L1	0.75	0.83	up
DOID:3119	gastrointestinal system cancer	10661	KLF1	0.66	0.82	down
DOID:3119	gastrointestinal system cancer	23770	FKBP8	0.71	0.65	down
DOID:3119	gastrointestinal system cancer	10635	RAD51AP1	0.66	0.71	up
DOID:3119	gastrointestinal system cancer	10644	IGF2BP2	0.73	0.73	up
DOID:3119	gastrointestinal system cancer	66036	MTMR9	0.69	0.8	down
DOID:3119	gastrointestinal system cancer	25984	KRT23	0.77	0.69	up
DOID:3119	gastrointestinal system cancer	29028	ATAD2	0.68	0.81	up
DOID:3119	gastrointestinal system cancer	81620	CDT1	0.66	0.69	up
DOID:3119	gastrointestinal system cancer	29091	STXBP6	0.74	0.7	up
DOID:3119	gastrointestinal system cancer	29097	CNIH4	0.71	0.77	up
DOID:3119	gastrointestinal system cancer	81671	VMP1	0.68	0.74	up
DOID:3119	gastrointestinal system cancer	23213	SULF1	0.74	0.69	up
DOID:3119	gastrointestinal system cancer	7045	TGFBI	0.65	0.8	up
DOID:3119	gastrointestinal system cancer	23111	SPG20	0.73	0.81	down
DOID:3119	gastrointestinal system cancer	7058	THBS2	0.71	0.7	up
DOID:3119	gastrointestinal system cancer	7091	TLE4	0.68	0.81	down
DOID:3119	gastrointestinal system cancer	7004	TEAD4	0.68	0.74	up
DOID:3119	gastrointestinal system cancer	7013	TERF1	0.69	0.76	up
DOID:3119	gastrointestinal system cancer	80864	EGFL8	0.66	0.65	down
DOID:3119	gastrointestinal system cancer	29107	NXT1	0.67	0.65	up
DOID:3119	gastrointestinal system cancer	23038	WDTC1	0.69	0.74	down
DOID:3119	gastrointestinal system cancer	7104	TM4SF4	0.65	0.85	up
DOID:3119	gastrointestinal system cancer	7111	TMOD1	0.65	0.68	down
DOID:3119	gastrointestinal system cancer	7140	TNNT3	0.73	0.73	down
DOID:3119	gastrointestinal system cancer	7153	TOP2A	0.77	0.82	up
DOID:3119	gastrointestinal system cancer	7159	TP53BP2	0.72	0.8	up
DOID:3119	gastrointestinal system cancer	23438	HARS2	0.71	0.69	up
DOID:3119	gastrointestinal system cancer	23410	SIRT3	0.72	0.75	down
DOID:3119	gastrointestinal system cancer	23381	SMG5	0.71	0.7	up
DOID:3119	gastrointestinal system cancer	23264	ZC3H7B	0.67	0.71	down
DOID:3119	gastrointestinal system cancer	23234	DNAJC9	0.73	0.66	up
DOID:3119	gastrointestinal system cancer	10094	ARPC3	0.71	0.67	up
DOID:3119	gastrointestinal system cancer	79830	ZMYM1	0.69	0.67	up
DOID:3119	gastrointestinal system cancer	79839	CCDC102B	0.73	0.66	up
DOID:3119	gastrointestinal system cancer	10067	SCAMP3	0.73	0.73	up
DOID:3119	gastrointestinal system cancer	79845	RNF122	0.65	0.83	down
DOID:3119	gastrointestinal system cancer	2108	ETFA	0.66	0.71	down
DOID:3119	gastrointestinal system cancer	50865	HEBP1	0.67	0.68	down
DOID:3119	gastrointestinal system cancer	2122	MECOM	0.7	0.7	up
DOID:3119	gastrointestinal system cancer	2128	EVX1	0.66	0.69	down
DOID:3119	gastrointestinal system cancer	2146	EZH2	0.69	0.73	up
DOID:3119	gastrointestinal system cancer	2149	F2R	0.66	0.68	up
DOID:3119	gastrointestinal system cancer	3206	HOXA10	0.65	0.65	up
DOID:3119	gastrointestinal system cancer	9735	KNTC1	0.7	0.65	up
DOID:3119	gastrointestinal system cancer	9768	KIAA0101	0.65	0.68	up
DOID:3119	gastrointestinal system cancer	55010	PARPBP	0.66	0.66	up
DOID:3119	gastrointestinal system cancer	9762	PROSAPIP1	0.68	0.66	up
DOID:3119	gastrointestinal system cancer	11126	CD160	0.65	0.65	down
DOID:3119	gastrointestinal system cancer	2189	FANCG	0.67	0.67	up
DOID:3119	gastrointestinal system cancer	11196	SEC23IP	0.66	0.74	up
DOID:3119	gastrointestinal system cancer	11162	NUDT6	0.69	0.71	down
DOID:3119	gastrointestinal system cancer	9701	PPP6R2	0.67	0.65	down
DOID:3119	gastrointestinal system cancer	10112	KIF20A	0.66	0.72	up
DOID:3119	gastrointestinal system cancer	79703	C11orf80	0.67	0.67	up
DOID:3119	gastrointestinal system cancer	11092	C9orf9	0.66	0.72	down
DOID:3119	gastrointestinal system cancer	2218	FKTN	0.67	0.65	up
DOID:3119	gastrointestinal system cancer	3397	ID1	0.67	0.67	down
DOID:3119	gastrointestinal system cancer	79722	ANKRD55	0.68	0.76	down
DOID:3119	gastrointestinal system cancer	3362	HTR6	0.73	0.76	down
DOID:3119	gastrointestinal system cancer	79733	E2F8	0.67	0.74	up
DOID:3119	gastrointestinal system cancer	2237	FEN1	0.68	0.72	up
DOID:3119	gastrointestinal system cancer	79788	ZNF665	0.68	0.67	down
DOID:3119	gastrointestinal system cancer	9638	FEZ1	0.65	0.7	down
DOID:3119	gastrointestinal system cancer	2273	FHL1	0.78	0.78	down
DOID:3119	gastrointestinal system cancer	9631	NUP155	0.67	0.75	up
DOID:3119	gastrointestinal system cancer	2286	FKBP2	0.66	0.65	down
DOID:3119	gastrointestinal system cancer	8161	COIL	0.65	0.7	up
DOID:3119	gastrointestinal system cancer	9684	LRRC14	0.7	0.66	up
DOID:3119	gastrointestinal system cancer	92856	IMP4	0.71	0.77	up
DOID:3119	gastrointestinal system cancer	9603	NFE2L3	0.74	0.7	up
DOID:3119	gastrointestinal system cancer	83483	PLVAP	0.78	0.76	up
DOID:3119	gastrointestinal system cancer	10007	GNPDA1	0.67	0.68	up
DOID:3119	gastrointestinal system cancer	83461	CDCA3	0.69	0.81	up
DOID:3119	gastrointestinal system cancer	116987	AGAP1	0.71	0.67	up
DOID:3119	gastrointestinal system cancer	151230	KLHL23	0.66	0.77	up
DOID:3119	gastrointestinal system cancer	3486	IGFBP3	0.69	0.7	down
DOID:3119	gastrointestinal system cancer	79618	HMBOX1	0.66	0.66	down
DOID:3119	gastrointestinal system cancer	79623	GALNT14	0.68	0.67	down
DOID:3119	gastrointestinal system cancer	8445	DYRK2	0.72	0.65	up
DOID:3119	gastrointestinal system cancer	9588	PRDX6	0.78	0.66	down
DOID:3119	gastrointestinal system cancer	9585	KIF20B	0.71	0.67	up
DOID:3119	gastrointestinal system cancer	9575	CLOCK	0.75	0.7	down
DOID:3119	gastrointestinal system cancer	3430	IFI35	0.67	0.66	up
DOID:3119	gastrointestinal system cancer	79641	ROGDI	0.74	0.86	down
DOID:3119	gastrointestinal system cancer	8318	CDC45	0.68	0.71	up
DOID:3119	gastrointestinal system cancer	2015	EMR1	0.71	0.79	down
DOID:3119	gastrointestinal system cancer	9493	KIF23	0.67	0.78	up
DOID:3119	gastrointestinal system cancer	8364	HIST1H4C	0.66	0.69	up
DOID:3119	gastrointestinal system cancer	9475	ROCK2	0.7	0.67	up
DOID:3119	gastrointestinal system cancer	9436	NCR2	0.66	0.73	down
DOID:3119	gastrointestinal system cancer	79574	EPS8L3	0.68	0.75	up
DOID:3119	gastrointestinal system cancer	79573	TTC13	0.69	0.7	up
DOID:3119	gastrointestinal system cancer	2053	EPHX2	0.65	0.77	down
DOID:3119	gastrointestinal system cancer	2057	EPOR	0.67	0.67	down
DOID:3119	gastrointestinal system cancer	11339	OIP5	0.68	0.71	up
DOID:3119	gastrointestinal system cancer	3627	CXCL10	0.65	0.73	up
DOID:3119	gastrointestinal system cancer	3608	ILF2	0.65	0.69	up
DOID:3119	gastrointestinal system cancer	50805	IRX4	0.7	0.66	down
DOID:3119	gastrointestinal system cancer	115353	LRRC42	0.66	0.84	up
DOID:3119	gastrointestinal system cancer	22913	RALY	0.65	0.67	up
DOID:3119	gastrointestinal system cancer	9348	NDST3	0.65	0.67	down
DOID:3119	gastrointestinal system cancer	9350	CER1	0.67	0.73	down
DOID:3119	gastrointestinal system cancer	55422	ZNF331	0.65	0.71	down
DOID:3119	gastrointestinal system cancer	9380	GRHPR	0.75	0.65	down
DOID:3119	gastrointestinal system cancer	3646	EIF3E	0.78	0.78	up
DOID:3119	gastrointestinal system cancer	3673	ITGA2	0.7	0.73	up
DOID:3119	gastrointestinal system cancer	10591	C6orf108	0.65	0.84	up
DOID:3119	gastrointestinal system cancer	10576	CCT2	0.67	0.73	up
DOID:3119	gastrointestinal system cancer	3703	STT3A	0.67	0.86	up
DOID:3119	gastrointestinal system cancer	10537	UBD	0.86	0.92	up
DOID:3119	gastrointestinal system cancer	22933	SIRT2	0.68	0.7	down
DOID:3119	gastrointestinal system cancer	22929	SEPHS1	0.69	0.7	up
DOID:3119	gastrointestinal system cancer	161	AP2A2	0.7	0.7	down
DOID:3119	gastrointestinal system cancer	55388	MCM10	0.7	0.7	up
DOID:3119	gastrointestinal system cancer	119	ADD2	0.69	0.7	down
DOID:3119	gastrointestinal system cancer	55329	MNS1	0.69	0.7	up
DOID:3119	gastrointestinal system cancer	3773	KCNJ16	0.66	0.73	down
DOID:3119	gastrointestinal system cancer	10482	NXF1	0.72	0.74	down
DOID:3119	gastrointestinal system cancer	9194	SLC16A7	0.69	0.66	down
DOID:3119	gastrointestinal system cancer	9184	BUB3	0.66	0.65	up
DOID:3119	gastrointestinal system cancer	10444	ZER1	0.72	0.73	down
DOID:3119	gastrointestinal system cancer	22894	DIS3	0.67	0.65	up
DOID:3119	gastrointestinal system cancer	10400	PEMT	0.66	0.78	down
DOID:3119	gastrointestinal system cancer	84148	KAT8	0.71	0.72	down
DOID:3119	gastrointestinal system cancer	22850	ADNP2	0.7	0.75	up
DOID:3119	gastrointestinal system cancer	10420	TESK2	0.68	0.73	down
DOID:3119	gastrointestinal system cancer	107	ADCY1	0.69	0.68	down
DOID:3119	gastrointestinal system cancer	55299	BRIX1	0.67	0.66	up
DOID:3119	gastrointestinal system cancer	54101	RIPK4	0.68	0.67	down
DOID:3119	gastrointestinal system cancer	55223	TRIM62	0.65	0.72	down
DOID:3119	gastrointestinal system cancer	55227	LRRC1	0.76	0.76	up
DOID:3119	gastrointestinal system cancer	55256	ADI1	0.67	0.7	down
DOID:3119	gastrointestinal system cancer	4983	OPHN1	0.67	0.65	down
DOID:3119	gastrointestinal system cancer	55240	STEAP3	0.66	0.75	down
DOID:3119	gastrointestinal system cancer	56992	KIF15	0.68	0.69	up
DOID:3119	gastrointestinal system cancer	3028	HSD17B10	0.65	0.66	down
DOID:3119	gastrointestinal system cancer	9172	MYOM2	0.66	0.71	down
DOID:3119	gastrointestinal system cancer	3045	HBD	0.71	0.78	down
DOID:3119	gastrointestinal system cancer	3070	HELLS	0.65	0.76	up
DOID:3119	gastrointestinal system cancer	3066	HDAC2	0.65	0.72	up
DOID:3119	gastrointestinal system cancer	9130	FAM50A	0.67	0.68	up
DOID:3119	gastrointestinal system cancer	3927	LASP1	0.7	0.7	up
DOID:3119	gastrointestinal system cancer	3914	LAMB3	0.68	0.73	up
DOID:3119	gastrointestinal system cancer	3934	LCN2	0.75	0.77	up
DOID:3119	gastrointestinal system cancer	9060	PAPSS2	0.66	0.76	down
DOID:3119	gastrointestinal system cancer	3991	LIPE	0.65	0.75	down
DOID:3119	gastrointestinal system cancer	3976	LIF	0.66	0.72	up
DOID:3119	gastrointestinal system cancer	55165	CEP55	0.65	0.74	up
DOID:3119	gastrointestinal system cancer	3909	LAMA3	0.65	0.7	up
DOID:3119	gastrointestinal system cancer	55118	CRTAC1	0.69	0.75	down
DOID:3119	gastrointestinal system cancer	55131	RBM28	0.7	0.7	up
DOID:3119	gastrointestinal system cancer	55157	DARS2	0.7	0.78	up
DOID:3119	gastrointestinal system cancer	10158	PDZK1IP1	0.72	0.68	up
DOID:3119	gastrointestinal system cancer	10153	CEBPZ	0.66	0.79	up
DOID:3119	gastrointestinal system cancer	10154	PLXNC1	0.66	0.69	up
DOID:3119	gastrointestinal system cancer	79980	DSN1	0.74	0.8	up
DOID:3119	gastrointestinal system cancer	9055	PRC1	0.66	0.77	up
DOID:3119	gastrointestinal system cancer	56886	UGGT1	0.71	0.77	up
DOID:3119	gastrointestinal system cancer	9015	TAF1A	0.69	0.67	up
DOID:3119	gastrointestinal system cancer	3181	HNRNPA2B1	0.68	0.67	up
DOID:3119	gastrointestinal system cancer	9019	MPZL1	0.7	0.69	up
DOID:3119	gastrointestinal system cancer	79943	ZNF696	0.66	0.7	up
DOID:3119	gastrointestinal system cancer	3161	HMMR	0.69	0.79	up
DOID:3119	gastrointestinal system cancer	10209	EIF1	0.7	0.76	down
DOID:3119	gastrointestinal system cancer	79902	NUP85	0.66	0.71	up
DOID:3119	gastrointestinal system cancer	10212	DDX39A	0.7	0.7	up
DOID:3119	gastrointestinal system cancer	10247	HRSP12	0.66	0.67	down
DOID:3119	gastrointestinal system cancer	10232	MSLN	0.69	0.73	up
DOID:3119	gastrointestinal system cancer	55048	VPS37C	0.72	0.66	up
DOID:3119	gastrointestinal system cancer	84364	ARFGAP2	0.67	0.67	down
DOID:3119	gastrointestinal system cancer	2954	GSTZ1	0.73	0.65	down
DOID:3119	gastrointestinal system cancer	6886	TAL1	0.68	0.72	down
DOID:3119	gastrointestinal system cancer	1831	TSC22D3	0.68	0.82	down
DOID:3119	gastrointestinal system cancer	580	BARD1	0.67	0.65	up
DOID:3119	gastrointestinal system cancer	8914	TIMELESS	0.71	0.65	up
DOID:3119	gastrointestinal system cancer	1892	ECHS1	0.72	0.67	down
DOID:3119	gastrointestinal system cancer	6819	SULT1C2	0.72	0.71	up
DOID:3119	gastrointestinal system cancer	2908	NR3C1	0.72	0.67	down
DOID:3119	gastrointestinal system cancer	8985	PLOD3	0.72	0.82	up
DOID:3119	gastrointestinal system cancer	1875	E2F5	0.69	0.68	up
DOID:3119	gastrointestinal system cancer	4711	NDUFB5	0.68	0.77	up
DOID:3119	gastrointestinal system cancer	55757	UGGT2	0.68	0.69	up
DOID:3119	gastrointestinal system cancer	4649	MYO9A	0.69	0.79	down
DOID:3119	gastrointestinal system cancer	55765	C1orf106	0.66	0.72	up
DOID:3119	gastrointestinal system cancer	55776	SAYSD1	0.65	0.66	up
DOID:3119	gastrointestinal system cancer	4665	NAB2	0.77	0.65	down
DOID:3119	gastrointestinal system cancer	51406	NOL7	0.7	0.74	up
DOID:3119	gastrointestinal system cancer	594	BCKDHB	0.71	0.65	down
DOID:3119	gastrointestinal system cancer	56667	MUC13	0.73	0.79	up
DOID:3119	gastrointestinal system cancer	51377	UCHL5	0.66	0.66	up
DOID:3119	gastrointestinal system cancer	1728	NQO1	0.65	0.74	up
DOID:3119	gastrointestinal system cancer	6769	STAC	0.71	0.66	down
DOID:3119	gastrointestinal system cancer	140461	ASB8	0.69	0.71	down
DOID:3119	gastrointestinal system cancer	1718	DHCR24	0.68	0.66	down
DOID:3119	gastrointestinal system cancer	2847	MCHR1	0.65	0.7	down
DOID:3119	gastrointestinal system cancer	400	ARL1	0.69	0.81	up
DOID:3119	gastrointestinal system cancer	417	ART1	0.68	0.71	down
DOID:3119	gastrointestinal system cancer	2838	GPR15	0.68	0.69	down
DOID:3119	gastrointestinal system cancer	2823	GPM6A	0.75	0.68	down
DOID:3119	gastrointestinal system cancer	445	ASS1	0.66	0.84	down
DOID:3119	gastrointestinal system cancer	2877	GPX2	0.68	0.91	up
DOID:3119	gastrointestinal system cancer	1798	DPAGT1	0.73	0.82	up
DOID:3119	gastrointestinal system cancer	1781	DYNC1I2	0.66	0.7	up
DOID:3119	gastrointestinal system cancer	2805	GOT1	0.65	0.79	down
DOID:3119	gastrointestinal system cancer	55839	CENPN	0.7	0.77	up
DOID:3119	gastrointestinal system cancer	6715	SRD5A1	0.67	0.75	down
DOID:3119	gastrointestinal system cancer	1736	DKC1	0.75	0.76	up
DOID:3119	gastrointestinal system cancer	55856	ACOT13	0.67	0.75	down
DOID:3119	gastrointestinal system cancer	4504	MT3	0.65	0.72	down
DOID:3119	gastrointestinal system cancer	55879	GABRQ	0.66	0.66	down
DOID:3119	gastrointestinal system cancer	482	ATP1B2	0.69	0.73	down
DOID:3119	gastrointestinal system cancer	476	ATP1A1	0.65	0.65	up
DOID:3119	gastrointestinal system cancer	471	ATIC	0.66	0.75	up
DOID:3119	gastrointestinal system cancer	4594	MUT	0.65	0.74	down
DOID:3119	gastrointestinal system cancer	51337	THEM6	0.74	0.79	up
DOID:3119	gastrointestinal system cancer	330	BIRC3	0.7	0.68	up
DOID:3119	gastrointestinal system cancer	51266	CLEC1B	0.71	0.69	down
DOID:3119	gastrointestinal system cancer	4928	NUP98	0.65	0.65	up
DOID:3119	gastrointestinal system cancer	1647	GADD45A	0.72	0.67	down
DOID:3119	gastrointestinal system cancer	4916	NTRK3	0.68	0.8	down
DOID:3119	gastrointestinal system cancer	54499	TMCO1	0.67	0.84	up
DOID:3119	gastrointestinal system cancer	4889	NPY5R	0.68	0.81	down
DOID:3119	gastrointestinal system cancer	4853	NOTCH2	0.76	0.69	down
DOID:3119	gastrointestinal system cancer	55508	SLC35E3	0.66	0.66	up
DOID:3119	gastrointestinal system cancer	65018	PINK1	0.81	0.65	down
DOID:3119	gastrointestinal system cancer	124583	CANT1	0.66	0.72	up
DOID:3119	gastrointestinal system cancer	51203	NUSAP1	0.67	0.76	up
DOID:3119	gastrointestinal system cancer	51200	CPA4	0.65	0.65	down
DOID:3119	gastrointestinal system cancer	5984	RFC4	0.7	0.75	up
DOID:3119	gastrointestinal system cancer	56474	CTPS2	0.72	0.76	up
DOID:3119	gastrointestinal system cancer	5983	RFC3	0.66	0.71	up
DOID:3119	gastrointestinal system cancer	211	ALAS1	0.65	0.67	down
DOID:3119	gastrointestinal system cancer	224	ALDH3A2	0.69	0.66	down
DOID:3119	gastrointestinal system cancer	51182	HSPA14	0.72	0.69	up
DOID:3119	gastrointestinal system cancer	51129	ANGPTL4	0.65	0.67	down
DOID:3119	gastrointestinal system cancer	4824	NKX3-1	0.75	0.76	down
DOID:3119	gastrointestinal system cancer	4826	NNAT	0.67	0.7	down
DOID:3119	gastrointestinal system cancer	4837	NNMT	0.65	0.75	down
DOID:3119	gastrointestinal system cancer	1540	CYLD	0.72	0.81	down
DOID:3119	gastrointestinal system cancer	6915	TBXA2R	0.7	0.65	down
DOID:3119	gastrointestinal system cancer	1478	CSTF2	0.71	0.69	up
DOID:3119	gastrointestinal system cancer	1491	CTH	0.69	0.81	down
DOID:3119	gastrointestinal system cancer	55650	PIGV	0.65	0.66	down
DOID:3119	gastrointestinal system cancer	55656	INTS8	0.77	0.79	up
DOID:3119	gastrointestinal system cancer	1469	CST1	0.76	0.67	up
DOID:3119	gastrointestinal system cancer	5898	RALA	0.65	0.73	up
DOID:3119	gastrointestinal system cancer	4772	NFATC1	0.67	0.77	down
DOID:3119	gastrointestinal system cancer	55612	FERMT1	0.68	0.68	up
DOID:3119	gastrointestinal system cancer	4751	NEK2	0.68	0.74	up
DOID:3119	gastrointestinal system cancer	55617	TASP1	0.69	0.65	up
DOID:3119	gastrointestinal system cancer	54517	PUS7	0.68	0.76	up
DOID:3119	gastrointestinal system cancer	54529	ASNSD1	0.7	0.73	up
DOID:3119	gastrointestinal system cancer	5827	PXMP2	0.67	0.75	down
DOID:3119	gastrointestinal system cancer	5888	RAD51	0.7	0.66	up
DOID:3119	gastrointestinal system cancer	266	AMELY	0.66	0.77	down
DOID:3119	gastrointestinal system cancer	933	CD22	0.72	0.75	down
DOID:3119	gastrointestinal system cancer	920	CD4	0.65	0.68	down
DOID:3119	gastrointestinal system cancer	1434	CSE1L	0.74	0.78	up
DOID:3119	gastrointestinal system cancer	983	CDK1	0.67	0.73	up
DOID:3119	gastrointestinal system cancer	8502	PKP4	0.68	0.77	up
DOID:3119	gastrointestinal system cancer	4299	AFF1	0.68	0.79	down
DOID:3119	gastrointestinal system cancer	995	CDC25C	0.71	0.67	up
DOID:3119	gastrointestinal system cancer	991	CDC20	0.67	0.8	up
DOID:3119	gastrointestinal system cancer	5747	PTK2	0.68	0.71	up
DOID:3119	gastrointestinal system cancer	5745	PTH1R	0.69	0.66	down
DOID:3119	gastrointestinal system cancer	54674	LRRN3	0.78	0.84	down
DOID:3119	gastrointestinal system cancer	64151	NCAPG	0.7	0.81	up
DOID:3119	gastrointestinal system cancer	5707	PSMD1	0.75	0.74	up
DOID:3119	gastrointestinal system cancer	5730	PTGDS	0.66	0.66	down
DOID:3119	gastrointestinal system cancer	4288	MKI67	0.66	0.71	up
DOID:3119	gastrointestinal system cancer	8562	DENR	0.67	0.67	up
DOID:3119	gastrointestinal system cancer	8573	CASK	0.75	0.76	up
DOID:3119	gastrointestinal system cancer	1362	CPD	0.69	0.75	up
DOID:3119	gastrointestinal system cancer	1358	CPA2	0.68	0.76	down
DOID:3119	gastrointestinal system cancer	1318	SLC31A2	0.71	0.76	down
DOID:3119	gastrointestinal system cancer	801	CALM1	0.68	0.73	down
DOID:3119	gastrointestinal system cancer	1306	COL15A1	0.83	0.74	up
DOID:3119	gastrointestinal system cancer	813	CALU	0.65	0.78	up
DOID:3119	gastrointestinal system cancer	814	CAMK4	0.73	0.8	down
DOID:3119	gastrointestinal system cancer	816	CAMK2B	0.71	0.67	down
DOID:3119	gastrointestinal system cancer	8644	AKR1C3	0.7	0.89	up
DOID:3119	gastrointestinal system cancer	8614	STC2	0.66	0.65	up
DOID:3119	gastrointestinal system cancer	4192	MDK	0.68	0.75	up
DOID:3119	gastrointestinal system cancer	4172	MCM3	0.72	0.7	up
